Name/Team/Height(inches)/Weight(lbs)/Age
Manny Ramirez/BOS/72/213/34.75
Brandon Moss/BOS/72/180/23.46
David Murphy/BOS/76/192/25.37
Eric Hinske/BOS/74/235/29.57
Coco Crisp/BOS/72/185/27.33
David Ortiz/BOS/76/230/31.28
Curt Schilling/BOS/77/235/40.29
Tim Wakefield/BOS/74/210/40.58
Josh Beckett/BOS/77/222/26.79
Matt Clement/BOS/75/210/32.55
Jonathan Papelbon/BOS/76/230/26.27
Kyle Snyder/BOS/80/220/29.47
Devern Hansack/BOS/74/180/29.07
Jon Lester/BOS/74/190/23.15
Kason Gabbard/BOS/75/200/24.9
Craig Hansen/BOS/78/210/23.29
Hideki Okajima/BOS/73/194/31.18
Craig Breslow/BOS/73/180/26.56
Manny Delcarmen/BOS/74/190/25.03
Brendan Donnelly/BOS/75/240/35.66
Javier Lopez/BOS/76/200/29.64
J.C. Romero/BOS/71/198/30.74
Joel Pineiro/BOS/73/200/28.43
Julian Tavarez/BOS/74/195/33.77
Mike Timlin/BOS/76/210/40.97
Nick DeBarr/BOS/76/220/23.52
Victor Martinez/CLE/74/190/28.19
Kelly Shoppach/CLE/73/210/26.84
Ryan Garko/CLE/74/225/26.16
Joe Inglett/CLE/70/180/28.67
Josh Barfield/CLE/72/185/24.2
Hector Luna/CLE/73/170/27.08
Jhonny Peralta/CLE/73/185/24.76
Andy Marte/CLE/73/185/23.36
Ben Francisco/CLE/73/180/25.35
Shin-Soo Choo/CLE/71/178/24.63
Franklin Gutierrez/CLE/74/175/24.02
Grady Sizemore/CLE/74/200/24.58
Jason Michaels/CLE/72/204/30.82
Trot Nixon/CLE/74/211/32.89
David Dellucci/CLE/71/190/33.33
Casey Blake/CLE/74/210/33.52
Travis Hafner/CLE/75/240/29.74
Paul Byrd/CLE/73/190/36.24
Cliff Lee/CLE/75/190/28.5
Jake Westbrook/CLE/75/185/29.42
C.C. Sabathia/CLE/79/290/26.61
Jeremy Sowers/CLE/73/175/23.79
Rafael Perez/CLE/75/185/24.96
Brian Slocum/CLE/76/200/25.93
Edward Mujica/CLE/74/220/22.81
Fernando Cabrera/CLE/76/170/25.29
Tom Mastny/CLE/78/220/26.07
Juan Lara/CLE/74/190/26.09
Fausto Carmona/CLE/76/220/23.23
Aaron Fultz/CLE/72/205/33.49
Rafael Betancourt/CLE/74/200/31.84
Roberto Hernandez/CLE/76/250/42.3
Joe Borowski/CLE/74/225/35.82
Matt Miller/CLE/75/215/35.27
Jason Davis/CLE/78/210/26.81
Mike Piazza/OAK/75/215/38.49
Jason Kendall/OAK/72/195/32.68
Adam Melhuse/OAK/74/200/34.93
Nick Swisher/OAK/72/194/26.26
Dan Johnson/OAK/74/220/27.56
Donald Murphy/OAK/70/180/23.98
Mark Ellis/OAK/71/180/29.73
Marco Scutaro/OAK/70/170/31.33
Bobby Crosby/OAK/75/195/27.13
Mark Kiger/OAK/71/180/26.75
Antonio Perez/OAK/71/170/27.09
Eric Chavez/OAK/73/206/29.23
Milton Bradley/OAK/72/205/28.88
Shannon Stewart/OAK/71/200/33.01
Bobby Kielty/OAK/73/225/30.57
Mark Kotsay/OAK/72/201/31.24
Ryan Goleski/OAK/75/225/24.95
Jeremy Brown/OAK/70/226/27.35
Jason Windsor/OAK/74/233/24.62
David Shafer/OAK/74/180/24.98
Joe Blanton/OAK/75/225/26.22
Brad Halsey/OAK/73/180/26.04
Dan Haren/OAK/77/220/26.45
Rich Harden/OAK/73/180/25.25
Joe Kennedy/OAK/76/237/27.77
Esteban Loaiza/OAK/75/215/35.16
Alan Embree/OAK/74/190/37.1
Jay Witasick/OAK/76/235/34.51
Justin Duchscherer/OAK/75/190/29.28
Kiko Calero/OAK/73/180/32.14
Chad Gaudin/OAK/71/165/23.94
Lenny DiNardo/OAK/76/195/27.45
Scott Dunn/OAK/75/200/28.77
Huston Street/OAK/72/190/23.58
Ron Flores/OAK/71/190/27.56
Jay Marshall/OAK/77/185/24.01
Marcus McBeth/OAK/73/185/26.52
Jorge Posada/NYY/74/205/35.54
Wil Nieves/NYY/71/190/29.43
Andy Phillips/NYY/72/205/29.9
Doug Mientkiewicz/NYY/74/206/32.7
Josh Phelps/NYY/75/220/28.8
Miguel Cairo/NYY/73/208/32.82
Robinson Cano/NYY/72/170/24.36
Derek Jeter/NYY/75/195/32.68
Alex Rodriguez/NYY/75/210/31.59
Johnny Damon/NYY/74/190/33.32
Bobby Abreu/NYY/72/211/32.97
Hideki Matsui/NYY/74/230/32.72
Melky Cabrera/NYY/71/170/22.55
Kevin Thompson/NYY/70/185/27.45
Jason Giambi/NYY/75/230/36.14
Mike Mussina/NYY/74/185/38.23
Carl Pavano/NYY/77/241/31.14
Andy Pettitte/NYY/77/225/34.71
Darrell Rasner/NYY/75/210/26.13
Jeff Karstens/NYY/75/175/24.43
Humberto Sanchez/NYY/78/230/23.76
Chien-Ming Wang/NYY/75/200/26.92
Sean Henn/NYY/76/215/25.85
Scott Proctor/NYY/73/198/30.16
Brian Bruney/NYY/75/226/25.03
Chris Britton/NYY/75/278/24.21
T.J. Beam/NYY/79/215/26.51
Jose Veras/NYY/77/230/26.36
Kyle Farnsworth/NYY/76/240/30.88
Luis Vizcaino/NYY/71/184/32.57
Mike Myers/NYY/75/219/37.68
Mariano Rivera/NYY/74/170/37.25
Ivan Rodriguez/DET/69/218/35.25
Vance Wilson/DET/71/190/33.95
Sean Casey/DET/76/225/32.66
Chris Shelton/DET/72/220/26.68
Omar Infante/DET/72/176/25.18
Placido Polanco/DET/70/190/31.39
Neifi Perez/DET/72/197/33.74
Carlos Guillen/DET/73/204/31.42
Ramon Santiago/DET/71/167/27.5
Tony Giarratano/DET/72/180/24.25
Brandon Inge/DET/71/195/29.78
Craig Monroe/DET/73/220/30
Magglio Ordo?ez/DET/72/215/33.09
Curtis Granderson/DET/73/185/25.96
Brent Clevlen/DET/74/190/23.34
Marcus Thames/DET/74/205/29.98
Gary Sheffield/DET/72/205/38.28
Mike Rabelo/DET/73/200/27.12
Zach Miner/DET/75/200/24.97
Jeremy Bonderman/DET/74/210/24.34
Nate Robertson/DET/74/215/29.49
Justin Verlander/DET/77/200/24.02
Virgil Vasquez/DET/75/205/24.73
Kenny Rogers/DET/73/211/42.3
Mike Maroth/DET/72/190/29.54
Fernando Rodney/DET/71/208/29.95
Chad Durbin/DET/74/200/29.24
Jason Grilli/DET/77/210/30.3
Jose Mesa/DET/75/232/40.77
Todd Jones/DET/75/230/38.85
Joel Zumaya/DET/75/210/22.31
Jordan Tata/DET/78/220/25.44
Andrew Miller/DET/78/210/21.78
Yorman Bazardo/DET/74/202/22.64
Wilfredo Ledezma/DET/76/212/26.11
Roman Colon/DET/78/225/27.55
Edward Campusano/DET/76/170/24.63
Rene Rivera/SEA/70/190/23.58
Kenji Johjima/SEA/72/200/30.73
Richie Sexson/SEA/80/237/32.17
Ben Broussard/SEA/74/220/30.43
Jose Lopez/SEA/74/170/23.27
Jose Vidro/SEA/71/193/32.51
Yuniesky Betancourt/SEA/70/190/25.08
Oswaldo Navarro/SEA/72/150/22.41
Adrian Beltre/SEA/71/220/27.9
Raul Ibanez/SEA/74/200/34.74
Jose Guillen/SEA/71/190/30.79
Jeremy Reed/SEA/72/185/25.71
Willie Bloomquist/SEA/71/185/29.26
Adam Jones/SEA/74/200/21.58
Ichiro Suzuki/SEA/69/172/33.36
Mike Morse/SEA/76/220/24.94
Felix Hernandez/SEA/75/225/20.9
Ryan Feierabend/SEA/75/190/21.52
Sean White/SEA/76/195/25.85
Horacio Ramirez/SEA/73/219/27.27
Cha Baek/SEA/76/190/26.75
Miguel Batista/SEA/73/197/36.03
Jeff Weaver/SEA/77/200/30.52
Jarrod Washburn/SEA/73/195/32.55
George Sherrill/SEA/72/210/29.86
Julio Mateo/SEA/72/177/29.58
J.J. Putz/SEA/77/220/30.02
Chris Reitsma/SEA/77/235/29.16
Cesar Jimenez/SEA/71/180/22.3
Eric O'Flaherty/SEA/74/195/22.06
Jon Huber/SEA/74/195/25.65
Jake Woods/SEA/73/190/25.49
Sean Green/SEA/78/230/27.86
Mark Lowe/SEA/75/190/23.73
Josh Paul/TB/73/200/31.78
Dioner Navarro/TB/70/190/23.06
Shawn Riggans/TB/74/190/26.6
Ty Wigginton/TB/72/200/29.39
Brendan Harris/TB/73/200/26.51
Jorge Cantu/TB/73/184/25.08
Ben Zobrist/TB/75/200/25.76
B.J. Upton/TB/75/180/22.52
Carl Crawford/TB/74/219/25.57
Rocco Baldelli/TB/76/187/25.43
Greg Norton/TB/73/200/34.65
Elijah Dukes/TB/74/220/22.68
Delmon Young/TB/75/205/21.46
Jonny Gomes/TB/73/205/26.27
Edwin Jackson/TB/75/190/23.47
Scott Kazmir/TB/72/170/23.1
Casey Fossum/TB/73/160/29.14
Jae Seo/TB/73/215/29.77
J.P. Howell/TB/72/175/23.85
Tim Corcoran/TB/74/205/28.88
Jason Hammel/TB/78/200/24.49
James Shields/TB/76/214/25.19
Brian Stokes/TB/73/200/27.48
Juan Salas/TB/74/190/28.31
Jeff Ridgway/TB/75/180/26.54
Ruddy Lugo/TB/70/205/26.77
Jae-Kuk Ryu/TB/75/220/23.75
Chad Orvella/TB/71/190/26.41
Dan Miceli/TB/72/215/36.47
Seth McClung/TB/78/235/26.06
Jon Switzer/TB/75/191/27.55
Shawn Camp/TB/73/200/31.28
Scott Dohmann/TB/73/181/29.04
Jason LaRue/KC/71/200/32.95
John Buck/KC/75/210/26.65
Ryan Shealy/KC/77/240/27.5
Ross Gload/KC/72/185/30.9
Esteban German/KC/69/165/29.09
Mark Grudzielanek/KC/73/190/36.67
Angel Sanchez/KC/74/185/23.44
Angel Berroa/KC/72/175/29.09
Andres Blanco/KC/70/155/22.89
Mark Teahen/KC/75/210/25.48
Joey Gathright/KC/70/170/25.84
David DeJesus/KC/72/175/27.2
Shane Costa/KC/72/220/25.22
Mitch Maier/KC/74/210/24.67
Reggie Sanders/KC/73/205/39.25
Emil Brown/KC/74/200/32.17
Mike Sweeney/KC/75/225/33.61
John Bale/KC/76/205/32.77
Luke Hudson/KC/75/195/29.83
Scott Elarton/KC/80/240/31.02
Odalis Perez/KC/72/150/29.73
Gil Meche/KC/75/200/28.48
Neal Musser/KC/73/215/26.51
Brian Bannister/KC/74/202/26
Zack Greinke/KC/74/200/23.36
Jorge De La Rosa/KC/73/190/25.9
Todd Wellemeyer/KC/75/205/28.5
Jimmy Gobble/KC/75/190/25.62
Joel Peralta/KC/71/160/30.94
Ryan Braun/KC/73/215/26.59
Joakim Soria/KC/75/185/22.78
Ken Ray/KC/74/200/32.26
David Riske/KC/74/190/30.35
Octavio Dotel/KC/72/210/33.26
Joe Nelson/KC/74/185/32.35
Gerald Laird/TEX/74/220/27.3
Miguel Ojeda/TEX/74/190/32.08
Guillermo Quiroz/TEX/73/202/25.25
Chris Stewart/TEX/76/205/25.03
Mark Teixeira/TEX/75/220/26.89
Ian Kinsler/TEX/72/175/24.69
Joaquin Arias/TEX/73/160/22.44
Michael Young/TEX/73/190/30.36
Hank Blalock/TEX/73/200/26.27
Marlon Byrd/TEX/72/229/29.5
Brad Wilkerson/TEX/72/206/29.75
Sammy Sosa/TEX/72/220/38.3
Kenny Lofton/TEX/72/180/39.75
Frank Catalanotto/TEX/71/195/32.84
Nelson Cruz/TEX/75/175/26.66
Jason Botts/TEX/77/250/26.6
Robinson Tejeda/TEX/75/188/24.94
John Rheinecker/TEX/74/230/27.76
Edinson Volquez/TEX/73/190/23.66
A.J. Murray/TEX/75/200/24.96
Brandon McCarthy/TEX/79/190/23.65
Vicente Padilla/TEX/74/219/29.42
Kevin Millwood/TEX/76/235/32.18
John Koronka/TEX/73/180/26.66
Frank Francisco/TEX/74/180/27.47
Francisco Cruceta/TEX/74/180/25.66
Akinori Otsuka/TEX/72/200/35.13
Eric Gagne/TEX/74/234/31.15
Ron Mahay/TEX/74/185/35.67
Joaquin Benoit/TEX/75/220/29.6
Rick Bauer/TEX/78/223/30.14
Josh Rupe/TEX/74/200/24.53
Wes Littleton/TEX/74/210/24.49
C.J. Wilson/TEX/74/200/26.28
Scott Feldman/TEX/77/210/24.06
Gregg Zaun/TOR/70/190/35.88
Jason Phillips/TOR/73/177/30.42
Lyle Overbay/TOR/74/227/30.09
Russ Adams/TOR/73/180/26.5
Aaron Hill/TOR/71/195/24.94
Jason Smith/TOR/75/199/29.6
John McDonald/TOR/71/175/32.43
Royce Clayton/TOR/72/185/37.16
Troy Glaus/TOR/77/240/30.57
John Hattig/TOR/74/210/27.01
Reed Johnson/TOR/70/180/30.23
Alex Rios/TOR/77/194/26.03
Vernon Wells/TOR/73/225/28.23
Frank Thomas/TOR/77/275/38.76
Adam Lind/TOR/74/195/23.62
Shaun Marcum/TOR/72/180/25.21
Casey Janssen/TOR/76/205/25.45
Gustavo Chacin/TOR/71/193/26.24
A.J. Burnett/TOR/76/230/30.15
Roy Halladay/TOR/78/230/29.8
John Thomson/TOR/75/220/33.41
Tomo Ohka/TOR/73/200/30.95
B.J. Ryan/TOR/78/249/31.17
Scott Downs/TOR/74/190/30.95
Brian Tallet/TOR/79/208/29.44
Matt Roney/TOR/75/245/27.14
Tracy Thorpe/TOR/76/250/26.21
Jean Machi/TOR/72/160/24.08
Brandon League/TOR/75/192/23.96
Dustin McGowan/TOR/75/220/24.94
Jason Frasor/TOR/70/170/29.56
Francisco Rosario/TOR/72/197/26.42
Davis Romero/TOR/70/155/23.92
Jeremy Accardo/TOR/74/190/25.23
Mike Redmond/MIN/71/200/35.82
Joe Mauer/MIN/76/220/23.87
Chris Heintz/MIN/73/210/32.57
Justin Morneau/MIN/76/228/25.79
Luis Castillo/MIN/71/190/31.47
Alexi Casilla/MIN/69/160/22.61
Alejandro Machado/MIN/72/184/24.85
Jason Bartlett/MIN/72/180/27.33
Luis Rodriguez/MIN/69/180/26.67
Jeff Cirillo/MIN/73/200/37.43
Nick Punto/MIN/69/176/29.31
Jason Tyner/MIN/73/160/29.85
Michael Cuddyer/MIN/74/222/27.93
Torii Hunter/MIN/74/211/31.62
Lew Ford/MIN/72/195/30.55
Jason Kubel/MIN/71/200/24.77
Josh Rabe/MIN/74/210/28.38
Rondell White/MIN/73/225/35.02
Ramon Ortiz/MIN/72/175/33.77
Johan Santana/MIN/72/206/27.97
Carlos Silva/MIN/76/240/27.85
Matt Garza/MIN/76/185/23.26
Boof Bonser/MIN/76/260/25.38
Francisco Liriano/MIN/74/185/23.35
Scott Baker/MIN/76/221/25.45
Pat Neshek/MIN/75/205/26.49
Glen Perkins/MIN/71/200/24
Julio DePaula/MIN/72/170/24.16
Juan Rincon/MIN/71/201/28.1
Jesse Crain/MIN/73/205/25.65
Matt Guerrier/MIN/75/185/28.58
Joe Nathan/MIN/76/205/32.27
Dennys Reyes/MIN/75/245/29.86
Brayan Pe?a/ATL/71/220/25.14
Brian McCann/ATL/75/210/23.03
Craig Wilson/ATL/74/220/30.25
Chris Woodward/ATL/72/185/30.67
Pete Orr/ATL/73/175/27.73
Martin Prado/ATL/73/170/23.34
Tony Pe?a/ATL/73/180/25.94
Edgar Renteria/ATL/73/200/31.56
Chipper Jones/ATL/76/210/34.85
Willy Aybar/ATL/72/175/23.98
Jeff Francoeur/ATL/76/220/23.14
Matt Diaz/ATL/73/206/28.99
Kelly Johnson/ATL/73/180/25.02
Andruw Jones/ATL/73/210/29.85
Ryan Langerhans/ATL/75/195/27.03
Scott Thorman/ATL/75/200/25.15
T.J. Bohn/ATL/77/200/27.12
Tim Hudson/ATL/73/164/31.63
Jonathan Johnson/ATL/72/180/32.62
John Smoltz/ATL/75/220/39.79
Mike Hampton/ATL/70/195/34.47
Kyle Davies/ATL/74/205/23.47
Chuck James/ATL/72/170/25.31
Phil Stockman/ATL/80/240/27.1
Macay McBride/ATL/71/210/24.35
Joey Devine/ATL/71/195/23.45
Peter Moylan/ATL/74/200/28.24
Mike Gonzalez/ATL/74/205/28.77
Lance Cormier/ATL/73/192/26.53
Blaine Boyer/ATL/75/190/25.64
Manny Acosta/ATL/76/170/25.83
Bob Wickman/ATL/73/240/38.06
Tanyon Sturtze/ATL/77/200/36.38
Oscar Villarreal/ATL/72/205/25.27
Rafael Soriano/ATL/73/175/27.2
Chad Paronto/ATL/77/250/31.59
Tyler Yates/ATL/76/220/29.56
Henry Blanco/CHC/71/224/35.5
Michael Barrett/CHC/75/210/30.35
Geovany Soto/CHC/73/195/24.11
Scott Moore/CHC/74/180/23.29
Derrek Lee/CHC/77/245/31.48
Ryan Theriot/CHC/71/175/27.23
Ronny Cedeno/CHC/72/180/24.07
Aramis Ramirez/CHC/73/215/28.68
Cesar Izturis/CHC/69/175/27.05
Alfonso Soriano/CHC/73/180/31.15
Jacque Jones/CHC/70/195/31.85
Daryle Ward/CHC/74/230/31.68
Cliff Floyd/CHC/76/230/34.23
Mark DeRosa/CHC/73/205/32.01
Matt Murton/CHC/73/215/25.41
Buck Coats/CHC/75/195/24.73
Angel Pagan/CHC/73/180/25.66
Sean Marshall/CHC/79/205/24.5
Carlos Marmol/CHC/74/180/24.38
Ryan O'Malley/CHC/73/190/26.89
Juan Mateo/CHC/74/180/24.2
Rich Hill/CHC/77/190/26.97
Angel Guzman/CHC/75/190/25.21
Wade Miller/CHC/74/220/30.46
Jason Marquis/CHC/73/210/28.53
Carlos Zambrano/CHC/77/255/25.75
Ted Lilly/CHC/73/190/31.15
Mark Prior/CHC/77/230/26.48
Neal Cotts/CHC/74/200/26.93
Will Ohman/CHC/74/205/29.55
Scott Eyre/CHC/73/210/34.75
Kerry Wood/CHC/77/225/29.71
Ryan Dempster/CHC/74/215/29.83
Bob Howry/CHC/77/220/33.57
Mike Wuertz/CHC/75/205/28.21
Roberto Novoa/CHC/77/200/27.54
Chris Snyder/ARZ/75/220/26.05
Miguel Montero/ARZ/71/197/23.64
Conor Jackson/ARZ/74/225/24.82
Robby Hammock/ARZ/70/187/29.8
Tony Clark/ARZ/79/245/34.71
Orlando Hudson/ARZ/72/185/29.22
Stephen Drew/ARZ/72/185/23.96
Alberto Callaspo/ARZ/70/175/23.87
Chad Tracy/ARZ/74/200/26.77
Chris Young/ARZ/74/180/23.49
Scott Hairston/ARZ/72/188/26.77
Carlos Quentin/ARZ/73/225/24.51
Jeff DaVanon/ARZ/72/200/33.23
Eric Byrnes/ARZ/74/210/31.04
Livan Hernandez/ARZ/74/245/32.02
Doug Davis/ARZ/76/213/31.44
Randy Johnson/ARZ/82/231/43.47
Juan Cruz/ARZ/74/165/28.38
Brandon Webb/ARZ/74/228/27.81
Enrique Gonzalez/ARZ/70/210/24.57
Dana Eveland/ARZ/73/250/23.34
Brandon Medders/ARZ/73/191/27.09
Tony Pe?a/ARZ/74/190/25.14
Doug Slaten/ARZ/77/200/27.07
Edgar Gonzalez/ARZ/72/215/24.02
Jose Valverde/ARZ/76/254/27.6
Jorge Julio/ARZ/73/232/27.99
Brandon Lyon/ARZ/73/180/27.56
Miguel Olivo/FLA/72/215/28.63
Matt Treanor/FLA/74/220/30.99
Mike Jacobs/FLA/74/180/26.33
Dan Uggla/FLA/71/200/26.97
Robert Andino/FLA/72/170/22.85
Hanley Ramirez/FLA/75/195/23.19
Miguel Cabrera/FLA/74/210/23.87
Aaron Boone/FLA/74/200/33.98
Joe Borchard/FLA/77/220/28.26
Alfredo Amezaga/FLA/70/165/29.12
Cody Ross/FLA/71/180/26.18
Josh Willingham/FLA/73/200/28.03
Jeremy Hermida/FLA/76/200/23.08
Eric Reed/FLA/71/170/26.24
Reggi Abercrombie/FLA/75/224/26.63
Ricky Nolasco/FLA/74/220/24.21
Anibal Sanchez/FLA/72/180/23.01
Scott Olsen/FLA/76/198/23.13
Josh Johnson/FLA/79/240/23.08
Dontrelle Willis/FLA/76/239/25.13
Logan Kensing/FLA/73/185/24.66
Sergio Mitre/FLA/76/210/26.03
Kevin Gregg/FLA/78/220/28.7
Travis Bowyer/FLA/75/200/25.57
Renyel Pinto/FLA/76/195/24.65
Randy Messenger/FLA/72/220/25.55
Yusmeiro Petit/FLA/72/230/22.27
Carlos Martinez/FLA/73/170/24.76
Taylor Tankersley/FLA/73/220/23.98
Henry Owens/FLA/75/230/27.85
Jose Garcia/FLA/71/165/22.14
Matt Lindstrom/FLA/76/205/27.05
Javier Valentin/CIN/70/192/31.45
Chad Moeller/CIN/75/210/32.03
David Ross/CIN/74/205/29.95
Joey Votto/CIN/75/200/23.47
Scott Hatteberg/CIN/73/210/37.21
Brandon Phillips/CIN/71/185/25.67
Juan Castro/CIN/71/195/34.69
Alex Gonzalez/CIN/72/202/30.04
Mark Bellhorn/CIN/73/205/32.52
Edwin Encarnacion/CIN/73/195/24.15
Jeff Keppinger/CIN/72/180/26.86
Norris Hopper/CIN/69/200/27.94
Chris Denorfia/CIN/73/185/26.63
Adam Dunn/CIN/78/240/27.31
Bubba Crosby/CIN/71/185/30.55
Jeff Conine/CIN/73/220/40.68
Ken Griffey Jr./CIN/75/205/37.27
Josh Hamilton/CIN/76/205/25.78
Ryan Freel/CIN/70/180/30.98
Kyle Lohse/CIN/74/201/28.41
Bronson Arroyo/CIN/77/190/30.01
Eric Milton/CIN/75/208/31.57
Aaron Harang/CIN/79/240/28.81
Kirk Saarloos/CIN/72//27.77
Elizardo Ramirez/CIN/72/180/24.09
Todd Coffey/CIN/77/230/26.47
Brian Shackelford/CIN/73/195/30.5
Bill Bray/CIN/75/215/23.74
Bobby Livingston/CIN/75/190/24.49
Matt Belisle/CIN/75/195/26.73
Gary Majewski/CIN/73/215/27.01
Mike Stanton/CIN/73/215/39.75
Brad Salmon/CIN/76/220/27.16
Jared Burton/CIN/77/220/25.74
David Weathers/CIN/75/230/37.43
Rheal Cormier/CIN/70/195/39.85
Yorvit Torrealba/COL/71/190/28.62
Chris Iannetta/COL/71/195/23.9
Alvin Colina/COL/75/209/25.18
Todd Helton/COL/74/204/33.53
Jamey Carroll/COL/69/170/33.03
Kaz Matsui/COL/70/185/31.35
Troy Tulowitzki/COL/75/205/22.39
Clint Barmes/COL/72/175/27.99
Garrett Atkins/COL/75/210/27.22
Ryan Spilborghs/COL/73/190/27.49
Cory Sullivan/COL/72/180/27.53
Jeff Salazar/COL/72/180/26.26
Willy Taveras/COL/72/160/25.18
Matt Holliday/COL/76/235/27.12
Brad Hawpe/COL/75/200/27.69
Jeff Baker/COL/74/210/25.69
Javy Lopez/COL/75/224/36.32
Byung-Hyun Kim/COL/69/180/28.11
Rodrigo Lopez/COL/73/190/31.21
Brian Lawrence/COL/72/197/30.8
Josh Fogg/COL/72/203/30.21
Aaron Cook/COL/75/205/28.06
Denny Bautista/COL/77/170/26.52
Ubaldo Jimenez/COL/76/200/23.1
Jason Hirsh/COL/80/250/25.02
Jeff Francis/COL/77/200/26.14
Taylor Buchholz/COL/76/220/25.38
Ryan Speier/COL/79/200/27.6
Ramon Ramirez/COL/71/190/25.5
Manny Corpas/COL/75/170/24.24
Juan Morillo/COL/73/190/23.32
Brian Fuentes/COL/76/220/31.56
LaTroy Hawkins/COL/77/215/34.19
Tom Martin/COL/73/206/36.78
Jeremy Affeldt/COL/76/215/27.73
